video_id,Description
7039401161870380334, other
7039015819082255622, other
7034947580236745990, other
7031907372838702342, other
7030538631441960198," defense, law, and crime"
7028318146616495365," defense, law, and crime"
7024233239745432879, other
7023058944868224262, other
7022275755543399685, other
7021276558535052591," defense, law, and crime"
7018297616094006534, other
7012653317159488774, other
7010876782677134597, other
7008241058853195014, other
7000836590847266054, other
6998163499457334533, other
6996751815240928518, other
6996017780864584965, other
6995319169516375301," health, education, and labor"
6995162974625205510, other
6993434133095517445, other
6990494709777026310, other
6987145375710743813, other
6986831239407815942, other
6985228860539292933," defense, law, and crime, economy, commerce, and transportation"
6984418187840408837," civil rights, health, education, and labor"
6984120588608539910, other
6983676073133214982," defense, law, and crime"
6982945176608050438, other
6982573123451325701," economy, commerce, and transportation"
6982307507104419078, other
6969394597311122693, other
6960705282850802950, other
6958480824006085894," defense, law, and crime"
6956374887132957958, other
7325877246013623594," economy, commerce, and transportation"
7359609189032824095," economy, commerce, and transportation"
7359243722246081823," economy, commerce, and transportation, health, education, and labor"
7358473070153125162, other
7357081072900771118," economy, commerce, and transportation"
7355525734544297259, other
7354069302464515371," health, education, and labor"
7351814632102710558, agriculture and rural development
7351588950609251614, education and internship
7351160314559221035, agriculture and rural development
7350399012362669343, politics and legislation
7348518406603279647, energy and environment
7345945798900780319, technology and social media
7345548862603529503, tourism and culture
7342560861661269279, education and student engagement
7336208159339449630," defense, law, and crime"
7334758708322323754, politics and legislation
7333609184614731039, politics and legislation
7332899256002432286, immigration and international affairs
7328148929663552799, other
7328057349153770783, other
7327821902645431583, other
7326223881327430958," economy, commerce, and transportation"
7320648055982837038, military and defense
7318780797492759838, politics and future planning
7318495809585122591, political review and legislation
7318120038525865247, politics and personal experiences
7317679725210537246, culture and family
7317425024791498015, politics and transparency
7307307205441637678, immigration and international affairs
7307008379984301358," defense, law, and crime"
7292070521905106206, politics and governance
7285435315815189790, politics and legislation
7284358116253256991, politics and legislation
7283606940565933342, labor rights and protest
7283574985313045791," economy, commerce, and transportation"
7283189928547159326, labor rights and protest
7282888110487178542," economy, commerce, and transportation"
7281341942284274974, culture
7278846617057234207," economy, commerce, and transportation"
7278771678358916382," economy, commerce, and transportation, housing and social welfare"
7269849916392901930, immigration and international affairs
7260877508453748011," defense, law, and crime"
7247172610792918314," defense, law, and crime"
7245344285414051118, culture
7234186997575847214," economy, commerce, and transportation"
7231938411672784170, other
7231194528206720302, other
7227172405813333290, other
7226023910800723246," defense, law, and crime"
7224142870335196458," health, education, and labor"
7223786555977207086, other
7220919829195132202, other
7219669712710438187, other
7219035206181768494, other
7216135690638183723, other
7207931619976514859, culture
7204902065884237098, other
7198205949709028654," health, education, and labor"
7195673875718491438, culture
7193743323805420846, other
7192972398415826222, other
7192612922164628779, culture
7191238913061670187," health, education, and labor"
7190834559431347499, other
7189637986890403115, culture
7187807703064972590, other
7187523412816956714, culture
7185185919308139819, culture
7183736011762191662, other
7183060874607856939," defense, law, and crime"
7182679919959362862," defense, law, and crime"
7182234771500715306," economy, commerce, and transportation"
7080671698915314990," defense, law, and crime"
7099197655036775723," defense, law, and crime"
7077772674998553902, other
7162694166953250094, other
7161163734050934062," health, education, and labor"
7160021535460445486," defense, law, and crime"
7159349192316734766," economy, commerce, and transportation"
7158246751634246954," health, education, and labor"
7157509728073944363, culture
7157103622243765550, culture
7156335715108965678, culture
7154126704972418350," defense, law, and crime"
7153747336571702570, culture
7153073155802778926," defense, law, and crime"
7151892504957291818, culture
7150473190576246062, energy and environment
7149252860599995691, other
7148245763099888942, culture
7145528520859602218," defense, law, and crime"
7106152532594085166, culture
7103922845708766506, culture
7099175208204078382," defense, law, and crime"
7081263795317820718, housing and social welfare
7080697241278696747, other
7079952980912377130, other
7077776162705100078, other
7077775242264857898, other
7077774732388535598, other
7077768762820152619, other
7077747016566295854, other
7135594268105690414, other
7128486237995830570, other
7123765832626310442, other
7122111436150689067, other
7109562937727044907, other
7062393471696457006," economy, commerce, and transportation"
7062392281072045358, civil rights
7062391396581248302," economy, commerce, and transportation"
7041617302999026950, civil rights
7037229254307761413," defense, law, and crime"
7034190491772046597," economy, commerce, and transportation"
7031596597385432326, other
7030132176104606981," economy, commerce, and transportation"
7026438478162382085," defense, law, and crime"
7024698567315016965, other
7018597913702026502, other
7013837149342747909, other
7013836474290375941, civil rights
7010373408764579078, other
7010114374052384005, education and labor
7007962582627683589, other
7005678214429281542, other
7005645126311677190," health, education, and labor"
7005257359886978310, culture
6952982461215214854, other
7260532316798324014, other
7256884865637895470, other
7255357256659782958, other
7237277058517208366, other
7247267400792722734, other
7354845434625576238," defense, law, and crime"
7349338243952807214, other
7345900542297738538, civil rights
7343682507465968938, other
7340015424559484202, other
7330731828841549098, other
7322649478966725934, culture
7312168084184436014," defense, law, and crime"
7294454473915731242, other
7293691544345775406, other
7292051921790176555, other
7288860636010794283, immigration and international affairs
7286911905682459950, other
7286260203316759854, other
7284220668651113770," economy, commerce, and transportation"
7283691546560613678, other
7281727872178343211, other
7281249699124890923," health, education, and labor"
7280968721017949482, other
7279049531096911146," defense, law, and crime"
7278014730818587946, other
7275860893907307822, other
7271066284463344942, other
7268735371142303022, other
7268361622014643502, other
7260967519769431338, other
7257938306925825326, other
7014608251287358725, other
6987487775436180741, energy and environment
6986783462430706950, civil rights
6956761027539209477, other
6954500521948450054," health, education, and labor"
6907019172203613446, other
7359628313263901995," defense, law, and crime"
7358909058545601838," defense, law, and crime"
7355598713294818602," economy, commerce, and transportation"
7355598585305582891, immigration and international affairs
7351467005943450926," economy, commerce, and transportation"
7276090975934516526," economy, commerce, and transportation"
7274681746455612714," economy, commerce, and transportation"
7273911979461332266," economy, commerce, and transportation"
7273885303402728746," economy, commerce, and transportation"
7256449029934976298, energy and environment
7255440163609021742, energy and environment
7249106207070342442," economy, commerce, and transportation"
7247348881061711147," economy, commerce, and transportation"
7244712596572523822, energy and environment
7242827556569894190," economy, commerce, and transportation"
7239517419046210862," economy, commerce, and transportation"
7236917694069738798," health, education, and labor"
7236488525577932078," economy, commerce, and transportation"
7233066069735394603," economy, commerce, and transportation"
7232398107709852971, other
7231739160451894574," economy, commerce, and transportation"
7227697782088322346," economy, commerce, and transportation"
7221327853818891562," economy, commerce, and transportation"
7219419366754929963," economy, commerce, and transportation"
7218580701644442922," economy, commerce, and transportation"
7218153533609233706," economy, commerce, and transportation"
7217995088964734251, other
7216859067749338410, other
7216722658212187438," economy, commerce, and transportation"
7216429730453835054," economy, commerce, and transportation"
7215406222814711086," health, education, and labor"
7215292503061204270, other
7212066113700629806," economy, commerce, and transportation"
7211494278030314798," economy, commerce, and transportation"
7210955811722448171," health, education, and labor"
7210419055021296939," economy, commerce, and transportation"
7210202092710006059," economy, commerce, and transportation"
7208376573697805611," economy, commerce, and transportation"
7208228850294148394," health, education, and labor"
7206855781872831786," economy, commerce, and transportation"
7206485809611132206," economy, commerce, and transportation"
7205775062732148014," health, education, and labor"
7203509991167249707," economy, commerce, and transportation"
7203464084849823022," economy, commerce, and transportation"
7203153785940741422," economy, commerce, and transportation"
7203074797272730926," economy, commerce, and transportation"
7202781811234180394," health, education, and labor"
7200946058417999150," health, education, and labor"
7197587353765088558," health, education, and labor"
7196885665051757870," economy, commerce, and transportation"
7196040495561248043," economy, commerce, and transportation"
7192419757180685610," health, education, and labor"
7192230177898777902," health, education, and labor"
7191620503109455146," economy, commerce, and transportation"
7190013744087436586," health, education, and labor"
7188913202757897515," health, education, and labor"
7188323364023520558," health, education, and labor"
7187523134449388846," health, education, and labor"
7186814990509247790," economy, commerce, and transportation"
7184937211907935530," economy, commerce, and transportation"
7167168694194326830," economy, commerce, and transportation"
7166403973220404526," economy, commerce, and transportation"
7164624536950918443, other
7164218245736828206, other
7164118101141884206, other
7163398000335670570, other
7163318587770457390, other
7163028493566233902, other
7162540756953992491, other
7162269798259379498, other
7161851346897947946," energy and environment, economy, commerce, and transportation"
7161218303136910635," economy, commerce, and transportation"
7160712023389588782," health, education, and labor, immigration and international affairs"
7160321014524775726, housing and social welfare
7159994295469100330," economy, commerce, and transportation"
7159711886370540842, other
7159598317637307694, other
7159363590481399082," economy, commerce, and transportation"
7159020144117763370, other
7158253853396389166, other
7157865412607331630," energy and environment, economy, commerce, and transportation"
7157029079470918955, housing and social welfare
7156780189106801966," health, education, and labor"
7155671345265790254," health, education, and labor"
7155552816415870254," health, education, and labor"
7155165933298928942," energy and environment, economy, commerce, and transportation"
7153665666967506219, other
7152309445421419822, other
7151794159500692778, other
7150099970899643691, other
7149295716861562154, other
7145847703036038443," economy, commerce, and transportation"
7145101071881440555," health, education, and labor"
7143761647419526446, other
7142275074173832490," economy, commerce, and transportation"
7141118267342490922, energy and environment
7140743399170395438, housing and social welfare
7139606292083068206," economy, commerce, and transportation"
7137473331355225390," economy, commerce, and transportation"
7136605448031178030," health, education, and labor"
7135530312376880430," health, education, and labor"
7135108553114668331," economy, commerce, and transportation"
7130668416570101038," health, education, and labor"
7129657166323256622, housing and social welfare
7127281281548881198, other
7125808716779130154," economy, commerce, and transportation"
7123644300839128366, culture
7122974229347175726, other
7122245564183498027, energy and environment
7121373821319367982," defense, law, and crime"
7121004190087875886," economy, commerce, and transportation"
7119878807716154667, other
7119286054515019054," economy, commerce, and transportation"
7116931046385388846," health, education, and labor"
7115460939423436078," economy, commerce, and transportation"
7110658678511963435, culture
7110197236356762926, other
7109655888318713134, other
7109159571536727342, other
7108796961641319723," health, education, and labor"
7107624538417941803," economy, commerce, and transportation"
7104716585709030702," economy, commerce, and transportation"
7103942815155260718," defense, law, and crime"
7101306891623484715," health, education, and labor"
7100355053805931818," economy, commerce, and transportation"
7099564976804957486, other
7099479866650692910, other
7098720365655952682, other
7098431494972116270," economy, commerce, and transportation"
7098345034315025707," health, education, and labor"
7096564111898791214, other
7094777159902072110, other
7092060476145782059," health, education, and labor"
7091440727036644654," economy, commerce, and transportation"
7208316818925178154, civil rights
7213890200294985002," health, education, and labor"
7187848991021960494, housing and social welfare
7359228521258143022, housing and social welfare
7358940434757930282, culture
7358468014460636459," health, education, and labor"
7358145873869606186," health, education, and labor"
7358109486688554282," health, education, and labor"
7357032948983516458," health, education, and labor"
7356686984846331178," health, education, and labor"
7354101975086091562, other
7353696486489738538, immigration and international affairs
7352916109517131054, education
7351841321386020138," defense, law, and crime"
7351808929178979627, other
7350351245606915374," health, education, and labor"
7348928889185602862, housing and social welfare
7348089788580384043, other
7347799203302706478, culture
7347067569402121515," economy, commerce, and transportation"
7347004530430659882, culture
7346213368019078442, culture
7345873439451876650," health, education, and labor"
7345506512854388011," health, education, and labor"
7345097871689059630, other
7343651682888469806, culture
7343317342505536814, housing and social welfare
7343315800629185838, housing and social welfare
7341107307406970158, immigration and international affairs
7340713267398004011, civil rights
7340328351095115050, other
7340088419244068138," economy, commerce, and transportation"
7339930360882531627, civil rights
7338829436663450923, culture
6946652695558180101, other
6946646249672150278, other
6936709492709100806, other
6936706302219521286, other
6936588788206472454, other
6936586517154499846, other
6930268611298790662, other
6930267496314342661, culture
6930265907109334278, other
6930263901028289798," economy, commerce, and transportation"
6929919456177114374, culture
6928512660631833862, other
6925907162296225029," economy, commerce, and transportation"
6924796609741999365, other
6924710484646087942," health, education, and labor"
6924426058099887365, other
6924425222460411141, other
7345166456918789418," energy and environment, defense, law, and crime"
7341477854556867886," health, education, and labor, defense, law, and crime"
7359659366636719403," economy, commerce, and transportation"
7358923361285672235, immigration and international affairs
7358869213634710826, housing and social welfare
7358505466781044011," economy, commerce, and transportation"
7357047230202662186, civil rights
7356723460816637227," economy, commerce, and transportation"
7356613444432432427," civil rights, health, education, and labor"
7350752251897613614, other
7347732273065872686," defense, law, and crime"
7346243127738420523," health, education, and labor"
7345879018001943850, other
7345526911570922794," defense, law, and crime"
7345488112451112235, housing and social welfare
7344002012821867819, immigration and international affairs
7343674459695435051, civil rights
7343300455746850094," health, education, and labor"
7343011506625432878," health, education, and labor"
7342519474937072942," health, education, and labor"
7340692923501137195," civil rights, health, education, and labor"
7340316398897483054, immigration and international affairs
7338040571597999402," economy, commerce, and transportation"
7336700631387835690," economy, commerce, and transportation"
7335898101950975275," economy, commerce, and transportation"
7332573310636608810," health, education, and labor"
7329545156858776878," economy, commerce, and transportation"
7328101704640073002, immigration and international affairs
7326601567237377322, immigration and international affairs
7326581660626062635," defense, law, and crime"
7322960376881089838," health, education, and labor"
7322504918785461550," economy, commerce, and transportation"
7314720081081044267," defense, law, and crime"
7310240192294653227," defense, law, and crime"
7309954721844858155, housing and social welfare
7309533113099636010," economy, commerce, and transportation"
7306173587948358955," economy, commerce, and transportation"
7302171412767460654," defense, law, and crime"
7301398184746814766," economy, commerce, and transportation"
7296915832519724334, culture
7294701269892091182," defense, law, and crime"
7294335997897149738," health, education, and labor"
7292095915530210603, other
7291319495359008042, culture
7288720604482620714," economy, commerce, and transportation"
7287229958626331950, culture
7286126610690952491," economy, commerce, and transportation"
7285843240224329003, culture
7285470473981398314," defense, law, and crime"
7284316331040607530," health, education, and labor"
7283551148559093034, other
7283230104531111211," economy, commerce, and transportation"
7281295563104996651," economy, commerce, and transportation"
7358958653610921262, immigration and international affairs
7354122086010408223," economy, commerce, and transportation"
7351528375334227242," health, education, and labor"
7348942660402449695," defense, law, and crime"
7348577007048985886, immigration and international affairs
7345941691196542239, other
7345536124661648682," energy and environment, economy, commerce, and transportation"
7345226065016671530," health, education, and labor"
7344430783026859310, culture
7344120309609467178," health, education, and labor"
7343770831404715306," economy, commerce, and transportation"
7343023624384826670, immigration and international affairs
7341137803633298731, immigration and international affairs
7340385591856598303, immigration and international affairs
7340068655947877674, energy and environment
7338895807107861806, energy and environment
7338111360485575979, energy and environment
7336333567955324202, energy and environment
7335594495800610090, energy and environment
7335243903982898478, culture
7330741289769520426," health, education, and labor"
7327815349238369567, immigration and international affairs
7325474586433211694, immigration and international affairs
7325090118354619690," defense, law, and crime"
7320400834196458795, immigration and international affairs
7319923036969291051, other
7314062765075844395, immigration and international affairs
7311424596245286186, civil rights
7309914885217963310," health, education, and labor"
7309591095586082094, civil rights
7306237771788700974, immigration and international affairs
7301380713750908206," defense, law, and crime"
7301109114749373738," health, education, and labor"
7299582139819920683, housing and social welfare
7284780170945383711," defense, law, and crime"
7284711769606524190, housing and social welfare
7284295400087932190," defense, law, and crime"
7284002416876358942," defense, law, and crime"
7283908543340629291, immigration and international affairs
7283613876153847070, housing and social welfare
7283299014282448170, housing and social welfare
7282910817916423467, housing and social welfare
7281380816935079198, other
7203144695659416878, civil rights
7359600432097824043, housing and social welfare
7345566990171458862, culture
7343761123986165035, immigration and international affairs
7322637392370879786," defense, law, and crime"
7299270121313357099," defense, law, and crime"
7293935239972343082," defense, law, and crime"
7286497332978404650, energy and environment
7284030200114056494," defense, law, and crime"
7281774147917729067," defense, law, and crime"
7278744379836173614, housing and social welfare
7278440934197497118," defense, law, and crime"
7276466021404298527," economy, commerce, and transportation"
7274315960302013727, civil rights
7267240096603114783," health, education, and labor"
7263528686014467371, housing and social welfare
7257326703792459054," health, education, and labor"
7254976355169766699," defense, law, and crime"
7250992153592073515, civil rights
7237918302771875118, culture
7237243050827779371," economy, commerce, and transportation"
7234567599844003114, civil rights
7233938644162170155, other
7232901839526579498," defense, law, and crime"
7232008156845755694, immigration and international affairs
7226784970235284779, other
7224860555989830954, energy and environment
7224130138022300974, civil rights
7223962731584458027," health, education, and labor"
7223201659139231022," defense, law, and crime"
7216730310417943854, civil rights
7215937535212522795, energy and environment
7215381629148171562," defense, law, and crime"
7205700755666292010, culture
7205614386914889002," health, education, and labor"
7359274854790597919," economy, commerce, and transportation"
7358596674798783787," economy, commerce, and transportation"
7357896756946029870, other
7357439449153670430, culture
7357435423548804383, immigration and international affairs
7357031812524231978, other
7356640482425916702," health, education, and labor"
7355980390986812703," health, education, and labor"
7355561402330877215, immigration and international affairs
7354776818840341790, other
7354815795479825695, immigration and international affairs
7354545570524056875, immigration and international affairs
7354192628814023978, other
7353793885966978335," health, education, and labor"
7353724455706807583, civil rights
7353344545788022046," health, education, and labor"
7351899147571694879, other
7351808633677696286, other
7349302245885889823," health, education, and labor, culture"
7350686314590702894," defense, law, and crime, immigration and international affairs"
7349298528302271775," defense, law, and crime"
7350090985956838698, other
7348889066902916398, other
7348097384003554591, immigration and international affairs
7347769711679130911, other
7346693442329677086, other
7346004341284932894," defense, law, and crime"
7345910600628849951, culture
7345866272527158558," health, education, and labor"
7345491407185988906, other
7345122231703424286, other
7344797616993078559, other
7344056261425597726," health, education, and labor"
7344048821686635822, other
7344000907668950303," health, education, and labor"
7343698760192511275," defense, law, and crime"
7343373730212547870, other
7342926254913473835, culture
7342869519376993567, culture
7342549270790294826, culture
7342502300780416287, other
7341539654971182378, other
7341060442900532511," economy, commerce, and transportation"
7340717276431207710, other
7340716743121259807," defense, law, and crime, health, education, and labor"
7340411237756308779, other
7340043709418884395, other
7340009423399718190, other
7338161103354039595, other
7338098725455154475, other
7337706172775943455, other
7337477428375309610, other
7337352226505215278, other
7336234427527384366, other
7335888131146714414, other
7335127942823005471, other
7334834517531725086, other
7333383168302599455, other
7333336535087041823, other
7332961563386678558, civil rights
7332250503763561759," health, education, and labor"
7332249675539483934, other
7330824232034667807, other
7330768833885523231, culture
7330680731481476383," health, education, and labor"
7329552030777838878, other
7328120149419068703, civil rights
7327641662228876575, civil rights
7327101697573063967, civil rights
7325857265834003742, other
7325526189953617183, other
7324876023542353198, other
7322897912525016351," economy, commerce, and transportation"
7322897110116928798, civil rights
7321058629812030750," defense, law, and crime"
7005678214429281542, other
7005645126311677190," health, education, and labor"
7005257359886978310, other
6952982461215214854, other
7260532316798324014, other
7256884865637905470, other
7255357256659782958, other
7237277058517208366, other
7247267400792722734, other
7354845434625576238," defense, law, and crime"
7349338243952807214, other
7345900542297738538, civil rights
7343682507465968938," economy, commerce, and transportation"
7340015424559484202, other
7330731828841549098, other
7322649478966725934, culture
7312168084184436014, other
7294454473915731242, other
7293691544345775406, other
7292051921790176555, other
7288860636010794283, other
7286911905682459950, other
7286260203316759854, other
7284220668651113770," economy, commerce, and transportation"
7005678214429281542, other
7005645126311677190," health, education, and labor"
7005257359886978310, other
6952982461215214854, other
7260532316798324014, other
7256884865637905470, other
7255357256659782958, other
7237277058517208366, other
7247267400792722734, other
7354845434625576238," defense, law, and crime"
7349338243952807214, other
7345900542297738538, civil rights
7343682507465968938," economy, commerce, and transportation"
7340015424559484202, other
7330731828841549098, other
7322649478966725934, culture
7312168084184436014, other
7294454473915731242, other
7293691544345775406, other
7292051921790176555, other
7288860636010794283, other
7286911905682459950, other
7286260203316759854, other
7284220668651113770," economy, commerce, and transportation"
7179241013095992622, other
7174922201001381163, civil rights
7169263625494940971, other
7164567832842259755," health, education, and labor"
7162571749551508782, other
7161954293447363882," economy, commerce, and transportation"
7158965364955630894, culture
7158932948471811370," health, education, and labor"
7154017020009270571, housing and social welfare
7153738167919840558, culture
7153381721235541294," economy, commerce, and transportation, health, education, and labor"
7152559852227824942," health, education, and labor"
7151888946891328814, culture
7151570657371770155," energy and environment, culture"
7151198230380973358, other
7150398783602380074, culture
7149730185385053486, other
7149342682358320427," economy, commerce, and transportation, energy and environment"
7148530247548390699, culture
7147859213069520170, immigration and international affairs
7146665477593615662," health, education, and labor"
7146396918313127211, other
7145643990413511978, culture
7144379840978832682, immigration and international affairs
7143422609743482158," health, education, and labor"
7140442993894493483," health, education, and labor"
7138921101685558571, other
7137853658460425514, other
7136374021112745259, other
7130797095006571818," health, education, and labor"
7130440024432217390," culture, housing and social welfare"
7128572872733314347," civil rights, defense, law, and crime"
7128565717850688814," culture, immigration and international affairs"
7128137875778096430," culture, health, education, and labor"
7127823012916743466, other
7127020148334038314," civil rights, defense, law, and crime"
7125906638279658795, other
7124819182738328874," economy, commerce, and transportation"
7123749828617751854, culture
7123370078950706474," health, education, and labor"
7122623212814486826," civil rights, health, education, and labor"
7122198465802685739," health, education, and labor"
7120679984670330154," health, education, and labor, civil rights"
7117062678513716523, other
7115220660137512238, culture
7115195400214121774," culture, immigration and international affairs"
7114467957803093291, other
7114040653377588526, culture
7112565604036496682, other
7112220144398601515, other
7110754973058665771, culture
7109677918787308842, immigration and international affairs
7107323240493632814, energy and environment
7097419636853050666, culture
7096704120186293547," culture, immigration and international affairs"
7096320721814850862," culture, immigration and international affairs"
7093973057370606894, culture
7093934130563419438, other
7093173860673047854, other
7092859583227546923, culture
7092427840624364842, immigration and international affairs
7091758770656726315," health, education, and labor"
7091443008561745194," health, education, and labor"
7091117383586172203," health, education, and labor"
7088128206162939182, culture
7086906271026203947, housing and social welfare
7086643652923116842, housing and social welfare
6829721401499421957," health, education, and labor"
6769978510497844485, culture
6769961060226075909, other
7308911501723684138, other
7278069429072645422," defense, law, and crime"
7269889815162768686, other
7268354507476634923, other
7165612814906723626, other
7164514327460957486, other
7163667981149588782, other
7163637559506029866," defense, law, and crime"
7163406285663161642," defense, law, and crime"
7163342002866703658, other
7163052923889519914, other
7162986114435812650," defense, law, and crime"
7162259762472619306, other
7162185550034783534," economy, commerce, and transportation"
7161842303404133678, other
7161500804095003947," economy, commerce, and transportation"
7160818721739541803, other
7160773025896369450, energy and environment
7159964492477074730, other
7158659975986957611," health, education, and labor"
7158574876180188462," health, education, and labor"
7158114983082151214, other
7157101662799400238, other
7156368229286284587, other
7155580202553183530, culture
7154503335880527146, other
7153748473362402602, other
7153375190284668206, other
7151931024140717358, other
7151548783774698798, other
7151087017655307566, other
7150692015251098926, other
7150423033126210859, other
7148902863060618538," defense, law, and crime"
7148530004538805547, other
7148142824007945518," health, education, and labor"
7147811283197349163," health, education, and labor"
7147397756271938862, other
7145986486813478186," health, education, and labor"
7145527655088000302, other
7145247419767328043, other
7143693848919674154, other
7142901444017048878, other
7141868603598572843," economy, commerce, and transportation"
7141457365005634859, civil rights
7140738949135207726, other
7140455944877739310, other
7139217633903267118, other
7138859339103685934," health, education, and labor"
7138171911766314286, culture
7137695989938490670, other
7137462702720617774," health, education, and labor"
7137317724409089322, other
7136219240473906474, other
7135811320447847722, other
7135544117823655211, other
7135180899297103147, other
7134863648295619886," health, education, and labor"
7134712002987052330, other
7134423576039394602, other
7133696752351431982, other
7133639560491257130, other
7133344822345108779, other
7133301810202185006, other
7349231215859502382," defense, law, and crime, economy, commerce, and transportation"
7346455622642126123," housing and social welfare, health, education, and labor, economy, commerce, and transportation"
7345891858746445102, other
7330670680800775466, other
7261703302742543658," defense, law, and crime"
7255797912356113707," defense, law, and crime, health, education, and labor"
7172415707404176683, culture
7163045034596650282, other
7163005845628833067, immigration and international affairs
7162640962437582122, other
7157473128728349994, other
7157405511741132078, other
7155928934750653742, culture
7153766037387873582," health, education, and labor"
7138171911766314286, culture
7137695989938490670, other
7137462702720617774," health, education, and labor"
7137317724409089322, culture
7136219240473906474, other
7135811320447847722, other
7135544117823655211, culture
7135180899297103147," economy, commerce, and transportation"
7134863648295619886," health, education, and labor"
7134712002987052330, other
7134423576039394602, other
7133696752351431982, other
7133639560491257130, other
7133344822345108779, other
7133301810202185006, other
7349231215859502382, housing and social welfare
7346455622642126123," health, education, and labor, economy, commerce, and transportation"
7345891858746445102," defense, law, and crime"
7330670680800775466, culture
7261703302742543658, civil rights
7255797912356113707," defense, law, and crime"
7172415707404176683, other
7163045034596650282, other
7163005845628833067," culture, immigration and international affairs"
7162640962437582122, other
7157473128728349994, culture
7157405511741132078, other
7155928934750653742, housing and social welfare
7153766037387873582," education, labor"
