video_id,Description
7216781318842043694," civil rights, economy, commerce, and transportation"
7216055285771799851," defense, law, and crime, economy, commerce, and transportation"
7215640894286892331," civil rights, culture"
7208726562559085867," health, education, and labor, defense, law, and crime"
7208366944766938414," economy, commerce, and transportation"
7195729682791255339," defense, law, and crime"
7189785999713520938," health, education, and labor"
7188285207902997806," culture, civil rights"
7187462341544398123," defense, law, and crime, civil rights"
7309551218765352238, other
7307447978325839147, energy and environment
7307406093523684651, other
7307031922218356014," defense, law, and crime"
7306626471546735914, other
7305906213433117998, other
7305597681844456747, other
7305093558938193198, other
7304811418056920366, other
7304762327088303403, other
7304728569362631978, other
7304499917773475115, other
7304468347268173099, housing and social welfare
7304375499726409006, other
7302088575405788459," economy, commerce, and transportation"
7301717631109762346, other
7299225261931990318, other
7298563903112449323, other
7298432698102582571, culture
7297038199946218798, other
7296518555023969582, other
7290923089045589290," defense, law, and crime"
7290619715213397291, culture
7285489665379929386, other
7284840567572286763, other
7283205330782211359, other
7273605305144102190, civil rights
7270591603025251630," economy, commerce, and transportation"
7270345843369168174," economy, commerce, and transportation"
7269877600040914219, other
7268816128473025838, other
7268045930698673451, other
7267592219224444206," health, education, and labor"
7266990195411668267," economy, commerce, and transportation"
7266618978334821674, other
7265464122270092587," economy, commerce, and transportation"
7263632613926079787, culture
7263273759992270123," economy, commerce, and transportation"
7262923461549493546, housing and social welfare
7262515917232393515, other
7262128148630736174, culture
7261470590991666475, culture
7259882211854404906," health, education, and labor"
7256452693244349738, other
7252927935685004590," defense, law, and crime"
7252175384920296747, other
7249152771285601582, other
7248454270331129130, other
7247297451034414382, other
7244711724274715946, other
7244213785978785067, culture
7243857873866853675, other
7243609203829624110, other
7243504690267278634, other
7235429429856537902, other
7230343262601579818," defense, law, and crime"
7228286136228236590," health, education, and labor"
7223081466794741034, other
7222127247359020330, other
7212085215693688110," education, health, and labor"
7184644900636331307, other
7169293955853569323, culture
7163462414195821866, other
7163437686542322986," defense, law, and crime"
7163397023310318891," economy, commerce, and transportation"
7158241001759624494, other
7147491396419767598, culture
7146312486285757739, other
7145591034628574507," defense, law, and crime"
7143056393422048555, other
7142930577656696106," economy, commerce, and transportation"
7138471114149317930," defense, law, and crime"
7137140243160993067, civil rights
7136375178501639466, other
7136019057320414510, other
7135864680618380590," health, education, and labor"
7135626534626348330, civil rights
7135566342198988074, other
7135484127473634606," defense, law, and crime"
7135125288807140650, civil rights
7135081299458510126, other
7134847478444313902," health, education, and labor"
7134789368753114414, other
7183387866376981803, other
7177036233133002026, civil rights
7168910267651312938," health, education, and labor"
7167145739288677675," economy, commerce, and transportation"
7163707653561142571, other
7162968339718065454, other
7161912687851490603, other
7158113985433292074, other
7157042959723236654, other
7147376850044554539," economy, commerce, and transportation"
7144724979018468650, civil rights
7144090325248658731, culture
7142965774162955566," defense, law, and crime"
7140749609948728618, civil rights
7139916513451986222, culture
7139575267139292459, other
7135927948024073518, other
7135550306342997291," health, education, and labor"
7134385630624206126," defense, law, and crime"
7131734711872834859, other
7130371921945840938," health, education, and labor"
7127783628376968491, civil rights
7126273558338227498," defense, law, and crime"
7124423443751128366," economy, commerce, and transportation"
7121008478226795822, civil rights
7112911532312268075, civil rights
7112143158284225835," defense, law, and crime"
7109970472477052206," health, education, and labor"
7108378292851559726," health, education, and labor"
7102910671871970606," defense, law, and crime"
7102158925881150766," defense, law, and crime"
7101073098883206446," defense, law, and crime"
7100322197855817006, civil rights
7098831386139807022," defense, law, and crime"
7091378872662363438, culture
7090635617838632235," economy, commerce, and transportation"
7085702774465285422, immigration and international affairs
7081716819739888938," economy, commerce, and transportation"
7081098090903768366," health, education, and labor, defense, law, and crime"
7079080541265366318, immigration and international affairs
7077911194547506478, immigration and international affairs
7065730950617156910," health, education, and labor"
7064284825271930159," defense, law, and crime"
7063911684511010094," health, education, and labor, defense, law, and crime"
7061274305778371886," health, education, and labor"
7056088935113641263, civil rights
7054242464546377006, civil rights
7053868866073808175, civil rights
7042345864878132527," health, education, and labor"
7037931024847949102," economy, commerce, and transportation"
7034310799690829102, culture
7033865710774258991," defense, law, and crime"
7033103114076949807," health, education, and labor"
7029742352570813702, other
7025272389999086854, culture
7024893169271639302," health, education, and labor"
7023506877539503365," health, education, and labor"
7019373231907884294, other
7019050296554818822, civil rights
7017104408567663878, other
7013067411914099974, other
7011312790149336325," economy, commerce, and transportation"
7010584750620560646," health, education, and labor"
7006315789456395526," defense, law, and crime"
7004501427150277893, civil rights
7002259616943836422," health, education, and labor"
7001480817025355014, other
7000392737656720645, culture
7000024406353317126, other
6997796492497014021," health, education, and labor"
6996721852626242821, other
6996394052715351302, other
6995933159049153797, other
6995619470706314502," economy, commerce, and transportation"
6995183391595449605, other
7348568057402412319," defense, law, and crime"
7348138545019620638," economy, commerce, and transportation, health, education, and labor"
7343765829449764127," civil rights, immigration and international affairs"
7341086682222972191," culture, civil rights"
7335919441781361966," energy and environment, science and technology"
7332179936498797867," housing and social welfare, economy, commerce, and transportation"
7331010748539505966," civil rights, culture"
7330303894280621358," civil rights, culture"
7309949488641314094," health, education, and labor, culture"
7302076189508734251," defense, law, and crime, immigration and international affairs"
7284355376126987551," defense, law, and crime, economy, commerce, and transportation"
7284004297027702062," economy, commerce, and transportation"
7283650871488040235," defense, law, and crime, economy, commerce, and transportation"
7281472604320304426, other
7281453732175416618, other
7281358905530223914," defense, law, and crime, economy, commerce, and transportation"
7280211669760970027," civil rights, culture"
7279044048025849134," economy, commerce, and transportation"
7279040920668998958," health, education, and labor, defense, law, and crime"
7261403603695570222, other
7260924462911212846," health, education, and labor, energy and environment"
7260587227439467822," health, education, and labor"
7259426102144224555, culture
7258315390663544106," defense, law, and crime"
7257882681814322478," defense, law, and crime"
7257613961577925934, other
7257544814634290478," health, education, and labor"
7256920299688643886," economy, commerce, and transportation"
7255421673766292782," defense, law, and crime, economy, commerce, and transportation"
7247623563178691886, other
7246903731118148907, culture
7244929682943167790," defense, law, and crime"
7242692881356426542, other
7242024859843185963, energy and environment
7237595748034956587, other
7236825522565647658," health, education, and labor"
7236746901863796010," health, education, and labor"
7236121500057685290, other
7236039503901642026," health, education, and labor"
7235262344769621291," economy, commerce, and transportation"
7234647496289701166," economy, commerce, and transportation"
7234236893611805995," health, education, and labor"
7233854794161458475, civil rights
7231987876085452074, other
7230836220102823211, culture
7227186827747233067, other
7227157651568823594, other
7227133416356105518, civil rights
7226838827837558058, civil rights
7226793691812220203, civil rights
7226374163689327918, other
7226090544584232235, other
7224666629328719150," energy and environment, health, education, and labor, economy, commerce, and transportation"
7223851341200870702, other
7223505109471268142, other
7356257374031596843," health, education, and labor"
7350754905172266270," defense, law, and crime"
7349960137148271902, immigration and international affairs
7345475051480730911, culture
7340349970811194654, culture
7338553526768995615," energy and environment, economy, commerce, and transportation"
7280969516253728042," health, education, and labor"
7280968713640152362," health, education, and labor"
7280967921470278958," health, education, and labor"
7280966794750414126," health, education, and labor"
7280962858626616619," health, education, and labor"
7280961581289114922," health, education, and labor"
7145118070686764331," health, education, and labor"
7143679140904881450," health, education, and labor"
7143617512054394158, culture
7143617427895569707," immigration and international affairs, culture"
7138135765233552683, culture
7132838427636043054," energy and environment, health, education, and labor"
7132485337376410922," health, education, and labor"
7130631393570229547," health, education, and labor"
7128050714747604266, energy and environment
7127355309173083435, energy and environment
7127351848712981806, energy and environment
7125458781034827054," health, education, and labor"
7125159265383337259," health, education, and labor"
7125107329883737387," health, education, and labor"
7122191850982722862," health, education, and labor"
7122191005692087594, civil rights
7122188800293424427, civil rights
7122187488982093099, culture
7122186455392193838," economy, commerce, and transportation"
7158205206063287595," economy, commerce, and transportation"
7103928598729329966," economy, commerce, and transportation"
7094364907679976750, other
7158557086350085418," economy, commerce, and transportation"
7142149767664225582," economy, commerce, and transportation"
7137779735249128750," economy, commerce, and transportation"
7135219418107350315," economy, commerce, and transportation"
7133633015422635310, energy and environment
7132175480077208875," economy, commerce, and transportation"
7130267254758985003," economy, commerce, and transportation"
7129610935987080494," health, education, and labor"
7125147976472857899," defense, law, and crime"
7121763343710342446, civil rights
7119969487373503790, civil rights
7119946640689089838, civil rights
7115489248987385130," defense, law, and crime"
7115190429162720555, energy and environment
7112183143490325806," health, education, and labor"
7110325855200644398," health, education, and labor"
7110302045290302766, other
7107796236790500650," health, education, and labor"
7106994405030055214," defense, law, and crime"
7106918822837308714," defense, law, and crime"
7104679730120494378, other
7103616934872386862," economy, commerce, and transportation"
7102518459656867114, energy and environment
7100976357286399278, other
7100222032998108459, other
7099509262056983850," defense, law, and crime"
7099477644131110190, energy and environment
7099181081886248234," health, education, and labor"
7097304579540307242, other
7097044111835811115, other
7096851190390033710," health, education, and labor"
7096170952437812522, other
7311449304215096622," health, education, and labor"
7306938507153460522, culture
7285528574398860590," defense, law, and crime"
7271411896929062186, culture
7256882697006599467, culture
7251956312903503150, other
7250530980090367278," health, education, and labor"
7249459398811159850, culture
7249129643331226926, culture
7247535085061410094, immigration and international affairs
7237220448407407918, other
7233907161213046062," economy, commerce, and transportation"
7223047261754805546, other
7194589612231216427, other
7190853621532216619, other
7186093926674255150, other
7185571411845664046," defense, law, and crime"
7185351087010909482, immigration and international affairs
7185347965127576874, other
7167117273864490282," economy, commerce, and transportation"
7163325399655583022, other
7162682259093425451, other
7162669727142120746, other
7161526033718676782, other
7145873257495924010," civil rights, culture"
7132651895931292974, other
7129301171012996394, other
7128544894469033258, other
7128408552280214830, other
7125207996426407214," defense, law, and crime"
7121859075939306794, other
7111089436363967790, other
7109203664757099822, other
7099231154536205614, other
7096143450378226990, other
7296218765958663470, immigration and international affairs
7228266466523499818, energy and environment
7213812305912581422, other
7199821129580580139, other
7163807350543928619, other
7163802367308074282, other
7163458954188623150, other
7162576451697511726, other
7162575529726446891, other
7283952208561933599," defense, law, and crime"
7278392468788366634," civil rights, defense, law, and crime"
7257715712897125675," defense, law, and crime"
7357176379433094442," health, education, and labor, civil rights"
7356391987936873771," health, education, and labor, housing and social welfare"
7356276971082452270," economy, commerce, and transportation"
7355974909589212459," culture, health, education, and labor"
7355615984830483755," health, education, and labor"
7354493454350552362, energy and environment
7354192835769306414," health, education, and labor"
7349726769559113002," defense, law, and crime"
7349683816333806894," defense, law, and crime"
7349246792648723755, culture
7348232515821309227," defense, law, and crime"
7343711717823778094," health, education, and labor"
7343412236410506539," economy, commerce, and transportation"
7341213167009140014," civil rights, health, education, and labor"
7340747273002863915," defense, law, and crime"
7340678219282042158," defense, law, and crime"
7340328240315125035," defense, law, and crime"
7338602228581748011," economy, commerce, and transportation"
7334055400850918702, culture
7334005536448515374, culture
7332951408423095594," health, education, and labor"
7332652564762135854," defense, law, and crime"
7330670871394225451," economy, commerce, and transportation"
7330036463138065707," immigration and international affairs, defense, law, and crime"
7325587998370958638, energy and environment
7325490784348753195, immigration and international affairs
7325213730659208490," health, education, and labor"
